,word,counts,indicatesDisease
5121,knodell,2,False
5122,metavir,2,False
5123,mapped,2,False
5124,existing,2,False
5125,mgn,4,False
5126,hyalinizing,2,False
5127,pulp,2,False
5128,authenticated,3,False
5129,heppar,2,False
5130,concurred,2,False
5131,monitored,2,False
5132,hole,2,False
5133,anvil,2,False
5134,rvm,2,False
5135,trc,2,False
5136,tg,2,False
5137,lvmph,2,False
5138,favors,2,False
5139,terminates,2,False
5140,extravesical,3,False
5141,brunn,2,False
5142,unclipped,2,False
5143,ur,2,False
5144,twc,2,False
5145,transurethral,3,False
5146,prominant,2,False
5147,fall,2,False
5148,epithelialized,2,False
5149,contours,2,False
5150,supramesenteric,2,False
5151,fimbrial,2,False
5152,ny,2,False
5153,genotype,2,False
5154,anteroposterior,4,False
5155,superoinferiorly,2,False
5156,overt,2,False
5157,viagnosis,2,False
5158,super,2,False
5159,adenopathy,2,False
5160,aberrantly,2,False
5161,accompaniment,2,False
5162,restricted,2,False
5163,kappa,3,False
5164,lambda,3,False
5165,cel,2,False
5166,intratubular,6,False
5167,itgcn,2,False
5168,ldh,2,False
5169,preexisting,3,False
5170,freah,2,False
5171,consiste,2,False
5172,pcb,2,False
5173,sternal,2,False
5174,ampullary,4,False
5175,sticky,2,False
5176,hemormagic,2,False
5177,lighter,2,False
5178,ag,4,False
5179,tuboovarian,2,False
5180,sensory,2,False
5181,insertions,2,False
5182,allele,3,False
5183,cuffed,2,False
5184,naked,2,False
5185,membranes,2,False
5186,rarified,2,False
5187,become,2,False
5188,preservation,2,False
5189,epicenter,2,False
5190,surround,2,False
5191,carcinuma,2,False
5192,cum,2,False
5193,exciston,2,False
5194,acini,3,False
5195,impact,2,False
5196,colorless,2,False
5197,di,4,False
5198,rep,2,False
5199,fimbrae,2,False
5200,cannister,2,False
5201,nxmx,2,False
5202,funiculus,2,False
5203,seats,2,False
5204,unclassified,3,False
5205,physicien,2,False
5206,bileteral,2,False
5207,fiii,2,False
5208,eno,2,False
5209,mastopathy,2,False
5210,renomedullary,3,False
5211,nodute,2,False
5212,repori,2,False
5213,identifed,2,False
5214,morgagni,2,False
5215,schlemm,2,False
5216,bacteria,3,False
5217,gomori,2,False
5218,methenamine,2,False
5219,rua,3,False
5220,lymphangitis,2,False
5221,remaindar,2,False
5222,paranchyma,2,False
5223,spaciman,2,False
5224,labalad,2,False
5225,lowar,2,False
5226,nylon,3,False
5227,triple,2,False
5228,fissue,2,False
5229,pseudopallisading,2,False
5230,tangentially,2,False
5231,propatent,2,False
5232,pseudocapsule,2,False
5233,embolic,2,False
5234,attaches,2,False
5235,subtle,2,False
5236,loba,2,False
5237,madiastinal,2,False
5238,tho,2,False
5239,modiastinal,2,False
5240,gpl,2,False
5241,ivmph,2,False
5242,megakaryocytes,2,False
5243,normoblasts,2,False
5244,bottle,2,False
5245,footnote,2,False
5246,incubated,2,False
5247,ivcm,2,False
5248,mpk,2,False
5249,lpk,2,False
5250,dimansion,2,False
5251,tethered,2,False
5252,mentioned,2,False
5253,silicate,2,False
5254,hollow,2,False
5255,fix,2,False
5256,pedicle,4,False
5257,missing,3,False
5258,element,3,False
5259,entry,3,False
5260,alternatives,2,False
5261,igc,2,False
5262,biospecimen,2,False
5263,resource,2,False
5264,diagrosis,3,False
5265,synovial,2,False
5266,hemormhagic,2,False
5267,esearch,2,False
5268,lovoro,2,False
5269,illiac,2,False
5270,intranodal,2,False
5271,recommend,3,False
5272,majora,2,False
5273,correction,4,False
5274,proclivity,2,False
5275,undergone,2,False
5276,nested,3,False
5277,precludes,2,False
5278,calcific,3,False
5279,tumorexcision,2,False
5280,neobladder,3,False
5281,gum,2,False
5282,ampullae,2,False
5283,constriction,2,False
5284,unattached,2,False
5285,lymphnodes,3,False
5286,discolouration,2,False
5287,lipid,2,False
5288,collections,2,False
5289,concentric,2,False
5290,der,2,False
5291,banding,2,False
5292,gtg,2,False
5293,mosaicism,2,False
5294,employed,2,False
5295,uo,2,False
5296,ui,2,False
5297,identifies,2,False
5298,ist,2,False
5299,subdivided,2,False
5300,lactiferous,3,False
5301,mark,3,False
5302,spieen,2,False
5303,spienectomy,2,False
5304,af,2,False
5305,hiee,2,False
5306,hae,4,False
5307,carcinomatosis,2,False
5308,cake,2,False
5309,supraglottis,6,False
5310,difs,2,False
5311,patholoav,2,False
5312,www,2,False
5313,tlc,2,False
5314,viral,5,False
5315,cytopathic,3,False
5316,ext,3,False
5317,turbt,2,False
5318,stop,2,False
5319,predicts,2,False
5320,desktop,2,False
5321,fr,2,False
5322,pathoanatomical,2,False
5323,perivessicular,2,False
5324,oedema,2,False
5325,br,4,False
5326,cbx,2,False
5327,arteriolonephrosclerosis,2,False
5328,precut,2,False
5329,shaving,2,False
5330,integrated,2,False
5331,mascaux,2,False
5332,iannino,2,False
5333,british,2,False
5334,pao,2,False
5335,wang,2,False
5336,plos,2,False
5337,eberhard,2,False
5338,johnson,2,False
5339,han,3,False
5340,sw,2,False
5341,kim,2,False
5342,crc,2,False
5343,difiore,2,False
5344,blanchard,2,False
5345,lievre,2,False
5346,bachet,2,False
5347,fewer,3,False
5348,forty,2,False
5349,optimal,2,False
5350,azzoli,2,False
5351,jackman,2,False
5352,mok,2,False
5353,engl,2,False
5354,sharma,2,False
5355,sv,2,False
5356,nat,3,False
5357,rev,2,False
5358,spectrum,2,False
5359,destroy,2,False
5360,message,4,False
5361,paravesicular,2,False
5362,pyelocalyceal,2,False
5363,summarizes,2,False
5364,bronchiolar,3,False
5365,kck,2,False
5366,excavated,2,False
5367,pd,2,False
5368,specificatio,2,False
5369,exocrine,4,False
5370,pulm,2,False
5371,bacilli,2,False
5372,tumro,2,False
5373,conforming,2,False
5374,aborally,2,False
5375,serositis,2,False
5376,catenin,2,False
5377,stitched,3,False
5378,lutea,2,False
5379,snecimen,3,False
5380,gyrus,2,False
5381,sudden,2,False
5382,prepyloric,2,False
5383,ash,2,False
5384,biological,2,False
5385,fibrothecoma,2,False
5386,corrugated,2,False
5387,hh,2,False
5388,jj,2,False
5389,kk,2,False
5390,pervo,2,False
5391,por,2,False
5392,relevent,2,False
5393,melan,3,False
5394,lmwk,2,False
5395,approxmately,2,False
5396,dispensable,2,False
5397,participants,2,False
5398,correlates,3,False
5399,arythnoid,4,False
5400,bicircumflex,2,False
5401,airways,2,False
5402,generalized,2,False
5403,leptomeninges,3,False
5404,telomeric,2,False
5405,panniculectomy,2,False
5406,retroareolar,2,False
5407,urgical,3,False
5408,slip,2,False
5409,udh,2,False
5410,vagotomy,2,False
5411,aseptic,2,False
5412,privaci,2,False
5413,jobid,2,False
5414,punctuated,2,False
5415,hydatid,3,False
5416,assign,2,False
5417,myomatous,2,False
5418,pickup,2,False
5419,semifirm,4,False
5420,salt,2,False
5421,uncus,3,False
5422,parahippocampus,3,False
5423,firmly,2,False
5424,thickest,2,False
5425,parovarian,2,False
5426,eassette,2,False
5427,mucinosum,2,False
5428,codeletion,2,False
5429,hypopharynx,2,False
5430,inapparent,2,False
5431,ihpv,2,False
5432,cmet,2,False
5433,spectrumgreer,2,False
5434,semisoft,2,False
5435,rugose,2,False
5436,agglomerate,4,False
5437,rendering,2,False
5438,tt,2,False
5439,ependymal,2,False
5440,hemithyroid,2,False
5441,flabby,2,False
5442,mod,2,False
5443,concern,3,False
5444,hybrid,2,False
5445,additlonal,2,False
5446,fal,2,False
5447,interaortacaval,2,False
5448,remalnder,2,False
5449,oviduct,2,False
5450,fit,2,False
5451,submucosally,2,False
5452,sliver,2,False
5453,yolk,4,False
5454,elevation,2,False
5455,colored,3,False
5456,anatomically,2,False
5457,forwarded,3,False
5458,desmoplasia,2,False
5459,sitn,2,False
5460,typically,2,False
5461,psc,2,False
5462,setting,3,False
5463,chronica,2,False
5464,ast,2,False
5465,foll,2,False
5466,fibroma,3,False
5467,tissub,2,False
5468,cn,2,False
5469,fibroadenomatous,2,False
5470,primaries,2,False
5471,weiss,2,False
5472,van,2,False
5473,equidistant,2,False
5474,sialolithiasis,2,False
5475,starts,2,False
5476,sr,2,False
5477,tam,2,False
5478,hf,3,False
5479,laparoscopically,3,False
5480,paragraph,2,False
5481,prime,2,False
5482,gyn,2,False
5483,dedifferentiation,2,False
5484,palatal,3,False
5485,typographical,5,False
5486,intrauterine,3,False
5487,curettage,2,False
5488,conveyed,2,False
5489,explanation,2,False
5490,step,4,False
5491,laryngopharyngectomy,3,False
5492,official,2,False
5493,perimeter,3,False
5494,speciment,3,False
5495,nl,2,False
5496,consultations,2,False
5497,septal,4,False
5498,myoglandular,2,False
5499,remark,3,False
5500,clarify,2,False
5501,doucmented,2,False
5502,nuc,2,False
5503,outcome,4,False
5504,cribrate,2,False
5505,analysed,2,False
5506,bifocal,2,False
5507,duodenectomy,3,False
5508,loop,2,False
5509,freshly,2,False
5510,circumrerence,2,False
5511,hemartoma,2,False
5512,dist,2,False
5513,units,2,False
5514,bagged,2,False
5515,cuts,2,False
5516,palpating,2,False
5517,triangle,2,False
5518,specificati,2,False
5519,metaplastic,3,True
5520,leukocytes,3,False
5521,abscess,3,False
5522,nsists,2,False
5523,numbered,2,False
5524,subclavian,2,False
5525,difficulty,2,False
5526,torn,4,False
5527,scaberous,2,False
5528,thare,2,False
5529,aggragate,2,False
5530,adr,4,False
5531,distorts,2,False
5532,conglomerates,2,False
5533,martin,2,False
5534,greatly,2,False
5535,obturatory,2,False
5536,modest,3,False
5537,thirty,3,False
5538,cutaneous,3,False
5539,innumerable,2,False
5540,paraportal,3,False
5541,spreading,2,False
5542,ase,3,False
5543,ebers,2,False
5544,ip,2,False
5545,coiled,2,False
5546,egpr,2,False
5547,cairncross,2,False
5548,jg,2,False
5549,predictors,2,False
5550,radiotherapy,2,False
5551,pure,2,False
5552,tkis,2,False
5553,containe,2,False
5554,started,2,False
5555,lacking,2,False
5556,calcitonin,2,False
5557,immunochemical,2,False
5558,perhaps,2,False
5559,centre,2,False
5560,define,2,False
5561,anastomotic,3,False
5562,hepat,2,False
5563,blurred,2,False
5564,vision,2,False
5565,bruch,2,False
5566,melanosome,2,False
5567,growch,2,False
5568,witk,2,False
5569,fisk,2,False
5570,centromers,2,False
5571,greates,3,False
5572,wite,2,False
5573,pancreaticoduodenal,2,False
5574,archives,2,False
5575,implantation,2,False
5576,alternating,3,False
5577,pathologiat,3,False
5578,child,3,False
5579,audit,2,False
5580,trail,2,False
5581,germline,2,False
5582,poterior,2,False
5583,com,2,False
5584,denudation,3,False
5585,aggressiveness,2,False
5586,lymphoepithelial,3,False
5587,map,3,False
5588,hiatal,2,False
5589,peritesticular,2,False
5590,drawn,2,False
5591,semiquantitative,3,False
5592,spearing,2,False
5593,pseudoangiomatous,3,False
5594,avary,2,False
5595,tubulolobular,3,False
5596,neuro,2,False
5597,attempts,2,False
5598,typus,2,False
5599,morgin,2,False
5600,spectmen,2,False
5601,ef,2,False
5602,ultraview,2,False
5603,universal,2,False
5604,lovel,2,False
5605,mediastinag,2,False
5606,mast,2,False
5607,approackes,2,False
5608,bulb,2,False
5609,fibrillar,2,False
5610,appendicitis,2,False
5611,mahogany,2,False
5612,speclmen,2,False
5613,superlor,2,False
5614,aneg,2,False
5615,amelanotic,3,False
5616,ceribriform,2,False
5617,straw,2,False
5618,aurface,2,False
5619,permanently,2,False
5620,quantities,2,False
5621,fmol,4,False
5622,injury,2,False
5623,surgeries,2,False
5624,lose,2,False
5625,vere,2,False
5626,heterosygosity,2,False
5627,sd,2,False
5628,tl,3,False
5629,thm,2,False
5630,exiguous,2,False
5631,tubulopapillare,2,False
5632,subfrontal,2,False
5633,dropped,2,False
5634,boratory,2,False
5635,senescent,2,False
5636,hemimandibulectomy,2,False
5637,pseudoepitheliomatous,2,False
5638,myohyoid,2,False
5639,tumox,3,False
5640,epidural,3,False
5641,meningioma,2,False
5642,uretal,2,False
5643,mucocellulare,2,False
5644,duet,2,False
5645,pulative,2,False
5646,testes,2,False
5647,ql,2,False
5648,neuropathologist,2,False
5649,cision,2,False
5650,cimen,2,False
5651,assistance,2,False
5652,instant,2,False
5653,tracking,2,False
5654,trontotemporal,2,False
5655,flush,2,False
5656,allergies,2,False
5657,infraorbital,3,False
5658,cuffing,1,False
5659,anaplastici,1,False
5660,heterozvaositv,1,False
5661,upgrades,1,False
5662,hematoma,3,False
5663,fsi,1,False
5664,pathologie,2,False
5665,stretched,1,False
5666,ether,1,False
5667,koch,1,False
5668,endocr,1,False
5669,microscopie,1,False
5670,exarnination,1,False
5671,serialiy,1,False
5672,medullar,1,False
5673,immunohistochernical,1,False
5674,analyta,1,False
5675,lifferentiation,1,False
5676,submmitted,1,False
5677,diagram,1,False
5678,addtional,2,False
5679,yr,1,False
5680,lady,1,False
5681,mammo,2,False
5682,says,1,False
5683,ecadherin,1,False
5684,trilineage,2,False
5685,hematopoiesis,2,False
5686,intralobar,2,False
5687,thromboembolic,1,False
5688,phenomenon,2,False
5689,infarction,2,False
5690,lymphoidal,1,False
5691,asian,1,False
5692,implications,1,False
5693,forward,1,False
5694,bigdye,1,False
5695,terminator,1,False
5696,biosystems,1,False
5697,hotspots,1,False
5698,surveyor,1,False
5699,softgenetics,1,False
5700,accalnumber,1,False
5701,accni,1,False
5702,odynophagia,1,False
5703,carcínona,1,False
5704,fdifferentiated,1,False
5705,joss,1,False
5706,extrapelvic,2,False
5707,itic,1,False
5708,burgical,1,False
5709,capsules,1,False
5710,cubed,1,False
5711,leydig,1,False
5712,foundation,1,False
5713,bás,1,False
5714,dre,2,False
5715,hemangioma,3,False
5716,hemicolon,2,False
5717,shallow,2,False
5718,rumilite,1,False
5719,transpleural,1,False
5720,vasal,1,False
5721,treating,1,False
5722,vast,1,False
5723,gefitinib,1,False
5724,iressa,1,False
5725,erlotinib,1,False
5726,tarceva,1,False
5727,limitation,1,False
5728,rumor,1,False
5729,dabbed,1,False
5730,mercurochrome,1,False
5731,phm,1,False
5732,lk,1,False
5733,rectos,1,False
5734,gmoid,1,False
5735,seeding,1,False
5736,reflective,1,False
5737,givewer,1,False
5738,thit,1,False
5739,myxofibrosarcoma,3,False
5740,curvilinear,1,False
5741,rhabdoid,1,False
5742,thinned,1,False
5743,occludes,2,False
5744,arteriolar,1,False
5745,nephrosclerosis,2,False
5746,tubulointerstitial,1,False
5747,thrombectomy,1,False
5748,fuhrrman,1,False
5749,epigastric,1,False
5750,interposition,1,False
5751,eriesophageal,1,False
5752,vesse,1,False
5753,expansile,1,False
5754,transmurally,3,False
5755,remove,1,False
5756,disassembled,1,False
5757,grades,2,False
5758,ascp,1,False
5759,narrative,1,False
5760,table,1,False
5761,ids,1,False
5762,admitting,2,False
5763,inted,1,False
5764,growihts,1,False
5765,hemorhhagic,1,False
5766,permeable,1,False
5767,armpit,1,False
5768,transgressing,1,False
5769,requires,1,False
5770,nucish,1,False
5771,independent,1,False
5772,observers,2,False
5773,polyploidy,1,False
5774,concurrent,2,False
5775,thinnest,1,False
5776,adenocarcinôma,1,False
5777,perlintestinal,1,False
5778,vassorum,1,False
5779,reactlo,1,False
5780,immflamation,1,False
5781,metastasibus,1,False
5782,lien,1,False
5783,sccessorius,1,False
5784,metastatio,1,False
5785,lamph,1,False
5786,modes,1,False
5787,temar,1,False
5788,discripancy,1,False
5789,pip,1,False
5790,hemangiovascular,2,False
5791,cellsby,1,False
5792,reast,1,False
5793,guide,1,False
5794,calponin,2,False
5795,podoplanin,1,False
5796,referonces,1,False
5797,allon,1,False
5798,devatoped,1,False
5799,characleristics,1,False
5800,immunohislochenical,1,False
5801,tol,1,False
5802,agelsex,1,False
5803,giloblastoma,1,False
5804,gliomasl,1,False
5805,nursi,1,False
5806,dali,1,False
5807,prectude,1,False
5808,accounting,1,False
5809,tow,1,False
5810,suro,1,False
5811,emporary,1,False
5812,spécimen,1,False
5813,world,2,False
5814,health,2,False
5815,organization,2,False
5816,collegresi,1,False
5817,indicator,1,False
5818,temporay,1,False
5819,clinicians,2,False
5820,means,1,False
5821,lacation,1,False
5822,methyltransferase,1,False
5823,enzyme,1,False
5824,caused,1,False
5825,crosslinking,1,False
5826,compounds,1,False
5827,silenced,1,False
5828,sensitive,1,False
5829,retrospective,1,False
5830,calculate,1,False
5831,ropy,1,False
5832,myelin,1,False
5833,casettes,1,False
5834,triage,2,False
5835,rot,1,False
5836,mushy,1,False
5837,thought,1,False
5838,depicted,1,False
5839,vascularization,1,False
5840,fulfill,1,False
5841,microfragments,1,False
5842,artificially,1,False
5843,dyscohesion,1,False
5844,attempted,1,False
5845,inflation,1,False
5846,deformed,1,False
5847,turbid,1,False
5848,prevascular,1,False
5849,retrotracheal,1,False
5850,gieson,1,False
5851,granulating,1,False
5852,remodeling,1,False
5853,accentuated,1,False
5854,intraalveolar,2,False
5855,dust,1,False
5856,gynecomastia,1,False
5857,histocytes,1,False
5858,fibroad,1,False
5859,ment,1,False
5860,populated,1,False
5861,lymphoproliferative,1,False
5862,disorder,1,False
5863,lymphadenopathy,1,False
5864,nobe,1,False
5865,radiacal,1,False
5866,ulcerates,1,False
5867,extenda,1,False
5868,buttocks,1,False
5869,inferioragreen,1,False
5870,reformatted,1,False
5871,tcc,1,False
5872,perineurial,1,False
5873,ies,1,False
5874,improves,1,False
5875,automated,1,False
5876,heat,1,False
5877,induced,1,False
5878,epitope,1,False
5879,kits,1,False
5880,deference,1,False
5881,íliac,1,False
5882,rigt,1,False
5883,serosalized,1,False
5884,luminous,1,False
5885,trimming,1,False
5886,grange,1,False
5887,square,2,False
5888,lelomyoma,1,False
5889,regulatory,1,False
5890,mey,1,False
5891,agme,1,False
5892,developing,1,False
5893,seport,1,False
5894,toat,1,False
5895,cherecteriatics,1,False
5896,pood,1,False
5897,administradon,1,False
5898,defarmined,1,False
5899,regarova,1,False
5900,investigacional,1,False
5901,resesch,1,False
5902,imborafory,1,False
5903,cortified,1,False
5904,ameridments,1,False
5905,quallied,1,False
5906,complescly,1,False
5907,cinical,1,False
5908,laboralory,2,False
5909,thas,1,False
5910,reveiwed,1,False
5911,infundibulo,1,False
5912,exophilic,1,False
5913,xative,1,False
5914,ineral,1,False
5915,ode,1,False
5916,decalcifdication,1,False
5917,stapeled,1,False
5918,cholelethiasis,1,False
5919,perforating,1,False
5920,cholelithiasie,1,False
5921,irb,1,False
5922,obturatorpelvic,1,False
5923,obutrator,1,False
5924,oburator,1,False
5925,bikthuaie,1,False
5926,examired,1,False
5927,discriminate,1,False
5928,possibilities,1,False
5929,leukocyte,1,False
5930,severely,1,False
5931,inflitration,1,False
5932,cilnical,1,False
5933,interoperative,1,False
5934,immunostaln,1,False
5935,eosín,1,False
5936,vahdated,1,False
5937,chnically,1,False
5938,regare,1,False
5939,formalis,1,False
5940,emsion,1,False
5941,andoservioal,1,False
5942,difforentiatod,1,False
5943,lymphovasoular,1,False
5944,confluency,1,False
5945,mab,1,False
5946,eleotronically,1,False
5947,dath,1,False
5948,weakness,1,False
5949,neoformed,1,False
5950,feels,1,False
5951,renresentative,1,False
5952,dugrosis,1,False
5953,wil,1,False
5954,endoscopy,1,False
5955,sucíace,1,False
5956,argest,1,False
5957,straddling,1,False
5958,narrowly,3,False
5959,carcinana,1,False
5960,perineghric,1,False
5961,kistory,1,False
5962,oncotech,2,False
5963,grocott,2,False
5964,pleurectomy,1,False
5965,ymphocytic,1,False
5966,lobectorny,2,False
5967,grpss,1,False
5968,subplasma,1,False
5969,accnt,1,False
5970,emergently,1,False
5971,decompressed,1,False
5972,insula,1,False
5973,considering,1,False
5974,purpose,1,False
5975,considerations,1,False
5976,growths,1,False
5977,zymed,1,False
5978,laboratories,2,False
5979,negligible,1,False
5980,trace,1,False
5981,subpopulation,1,False
5982,électronically,1,False
5983,continu,1,False
5984,aquired,1,False
5985,indirect,1,False
5986,polycional,1,False
5987,cione,1,False
5988,biocare,1,False
5989,cellmarque,1,False
5990,mmr,1,False
5991,eo,1,False
5992,vyb,1,False
5993,macrometastasis,2,False
5994,nasopharyngeal,1,False
5995,mammoglobin,1,False
5996,gcdfp,1,False
5997,exceed,1,False
5998,ons,2,False
5999,poral,1,False
6000,art,1,False
6001,ral,1,False
6002,au,2,False
6003,intraoperati,1,False
6004,dia,1,False
6005,ution,1,False
6006,consultati,1,False
6007,prer,1,False
6008,huse,1,False
6009,laryngological,1,False
6010,verrucosae,1,False
6011,urgency,1,False
6012,laryngis,1,False
6013,glotis,1,False
6014,reply,1,False
6015,epitheloid,2,False
6016,get,1,False
6017,oligodendrogliotio,1,False
6018,fried,1,False
6019,egg,1,False
6020,networks,1,False
6021,certainly,1,False
6022,oligodendroglioti,1,False
6023,leaving,1,False
6024,alan,1,False
6025,histolog,1,False
6026,pancreaticobiliary,1,False
6027,evolving,1,False
6028,glypican,1,False
6029,arginase,1,False
6030,canalicula,1,False
6031,cardinoma,1,False
6032,und,1,False
6033,vascularized,2,False
6034,internrated,1,False
6035,anp,1,False
6036,angioinvasive,1,False
6037,ptb,1,False
6038,brun,1,False
6039,monomorphic,1,False
6040,spindie,1,False
6041,cosinophilic,1,False
6042,perinuciear,1,False
6043,vacuoles,1,False
6044,mingled,1,False
6045,typhocytes,1,False
6046,despita,1,False
6047,disrupt,1,False
6048,immunopositivity,1,False
6049,ckit,2,False
6050,moot,1,False
6051,striking,1,False
6052,myxold,1,False
6053,lelomyosarcoma,1,False
6054,ordared,1,False
6055,prollferation,1,False
6056,hist,2,False
6057,characteristically,1,False
6058,indurations,1,False
6059,differentia,1,False
6060,roughening,1,False
6061,alveoli,1,False
6062,laden,2,False
6063,ffs,1,False
6064,rresh,1,False
6065,complains,1,False
6066,colle,1,False
6067,iex,1,False
6068,caking,1,False
6069,potentially,1,False
6070,tions,1,False
6071,nf,1,False
6072,exuberant,2,False
6073,metrium,1,False
6074,parartment,1,False
6075,chronc,1,False
6076,mucicarminophilic,1,False
6077,donartment,1,False
6078,pneumocyte,1,False
6079,hilcu,1,False
6080,compi,1,False
6081,extenos,1,False
6082,recanalization,1,False
6083,poorty,1,False
6084,endocarvix,1,False
6085,egative,2,False
6086,reactio,1,False
6087,curved,1,False
6088,hepatio,1,False
6089,eistory,1,False
6090,fancreatic,1,False
6091,pancireas,1,False
6092,doctag,1,False
6093,adenocarcingma,1,False
6094,pancirizas,1,False
6095,chrconic,1,False
6096,cholicystectony,1,False
6097,ceolecystitis,1,False
6098,benzgn,1,False
6099,biopex,1,False
6100,nodk,1,False
6101,exctsion,1,False
6102,aderocarcincha,1,False
6103,zissun,1,False
6104,extenston,1,False
6105,rancheas,1,False
6106,marqin,1,False
6107,gastrectowy,1,False
6108,difterentiated,1,False
6109,panreatobiliary,1,False
6110,adenocarcincha,1,False
6111,ektends,1,False
6112,zarro,1,False
6113,eize,1,False
6114,bhows,1,False
6115,prokimal,1,False
6116,frke,1,False
6117,tre,1,False
6118,smale,1,False
6119,lymprvascular,1,False
6120,prrineural,1,False
6121,invastor,1,False
6122,ann,2,False
6123,extrnodal,1,False
6124,extersicn,1,False
6125,presknt,1,False
6126,nodis,1,False
6127,preshnt,1,False
6128,zus,1,False
6129,pratures,1,False
6130,beows,1,False
6131,hild,1,False
6132,castritis,1,False
6133,tek,1,False
6134,iscernic,1,False
6135,cholecystection,1,False
6136,cyetio,1,False
6137,nucosa,1,False
6138,cyatic,1,False
6139,firmt,1,False
6140,dismeter,1,False
6141,hustopathology,1,False
6142,rissue,1,False
6143,gastrectony,1,False
6144,duaky,1,False
6145,frim,1,False
6146,acamon,1,False
6147,aspact,1,False
6148,cyattic,1,False
6149,hemorrhagio,1,False
6150,gurface,1,False
6151,eubmitted,1,False
6152,serinl,1,False
6153,locatio,1,False
6154,mmg,1,False
6155,speculaced,1,False
6156,ul,1,False
6157,sclerosis,2,False
6158,intaining,1,False
6159,expert,2,False
6160,produced,1,False
6161,extravasated,1,False
6162,linic,1,False
6163,hea,1,False
6164,leny,1,False
6165,extrudes,1,False
6166,communicates,1,False
6167,resul,1,False
6168,ofter,1,False
6169,ipmt,1,False
6170,derinitively,1,False
6171,xr,1,False
6172,views,1,False
6173,heart,1,False
6174,hyperinflated,1,False
6175,effusions,1,False
6176,oiagnosis,1,False
6177,oucial,1,False
6178,za,1,False
6179,nuclfi,1,False
6180,soud,1,False
6181,assuciated,1,False
6182,retrograde,1,False
6183,receptod,1,False
6184,icrume,1,False
6185,werg,1,False
6186,myperplasia,1,False
6187,segmentel,1,False
6188,invanive,1,False
6189,componant,1,False
6190,adenocarcinoine,1,False
6191,nuclcar,1,False
6192,scoie,1,False
6193,nollingham,1,False
6194,grede,1,False
6195,malignent,1,False
6196,admixod,1,False
6197,cancinoma,1,False
6198,stuin,1,False
6199,targuet,1,False
6200,metastaus,1,False
6201,redial,1,False
6202,papillonn,1,False
6203,fcu,1,False
6204,diploid,2,False
6205,unable,3,False
6206,falled,1,False
6207,hybridize,1,False
6208,successfully,1,False
6209,ethanol,1,False
6210,fixatives,1,False
6211,contribute,1,False
6212,unsuccessful,1,False
6213,quantitative,1,False
6214,chromavision,1,False
6215,manufactured,1,False
6216,hyondization,1,False
6217,sateilite,1,False
6218,teste,1,False
6219,inflitrating,2,False
6220,malysis,1,False
6221,stäge,1,False
6222,lentigo,1,False
6223,actinic,1,False
6224,seborrhelc,1,False
6225,lá,1,False
6226,falty,1,False
6227,adénocarcinorha,1,False
6228,gräde,1,False
6229,metatstais,1,False
6230,tubuloglandular,1,False
6231,centimeter,1,False
6232,enforce,1,False
6233,indentified,1,False
6234,propriae,1,False
6235,xvi,1,False
6236,surnical,1,False
6237,monocytoid,1,False
6238,sinuses,1,False
6239,zonation,1,False
6240,meshwork,1,False
6241,hematopathology,2,False
6242,consititute,1,False
6243,upward,1,False
6244,affiliated,1,False
6245,diagnosad,1,False
6246,rula,1,False
6247,naphrectomy,1,False
6248,axcision,1,False
6249,typa,1,False
6250,grada,1,False
6251,idantified,1,False
6252,unremarkabla,1,False
6253,axtands,1,False
6254,balow,1,False
6255,tattest,1,False
6256,spacial,1,False
6257,staln,1,False
6258,vessals,1,False
6259,eppear,1,False
6260,preceval,1,False
6261,suprahllar,1,False
6262,medulle,1,False
6263,representativa,1,False
6264,compose,1,False
6265,perdominantly,1,False
6266,plemorphic,1,False
6267,ctyologic,1,False
6268,prevalent,1,False
6269,substantial,1,False
6270,mesothelin,1,False
6271,diagnosist,1,False
6272,lymphonodultis,1,False
6273,born,1,False
6274,home,1,False
6275,referring,2,False
6276,mypmetrial,1,False
6277,warranting,1,False
6278,num,1,False
6279,retroperioneal,1,False
6280,mediastinoscopy,1,False
6281,multisected,1,False
6282,serossa,1,False
6283,immunohostochemical,1,False
6284,cpuf,1,False
6285,thypoid,1,False
6286,rightmeskunssection,1,False
6287,nemicolectomy,1,False
6288,icb,1,False
6289,eig,1,False
6290,mber,1,False
6291,tumefactive,1,False
6292,demyelination,1,False
6293,blastoma,1,False
6294,wedgé,1,False
6295,onchial,1,False
6296,peripheries,1,False
6297,freezing,1,False
6298,broke,1,False
6299,ductus,1,False
6300,distinctive,2,False
6301,intestinalized,1,False
6302,balloon,1,False
6303,arytenoid,1,False
6304,cartilages,1,False
6305,preepiglottic,2,False
6306,cni,1,False
6307,resides,1,False
6308,micromet,1,False
6309,february,1,False
6310,focallly,1,False
6311,wano,1,False
6312,wri,1,False
6313,formations,2,False
6314,tumefaction,1,False
6315,upgraded,1,False
6316,tpa,1,False
6317,hyperpigmentation,1,False
6318,smäll,1,False
6319,mutifoci,1,False
6320,metnodology,1,False
6321,opted,1,False
6322,methodologv,1,False
6323,followings,1,False
6324,methodoloav,1,False
6325,carpenteria,1,False
6326,pharmco,1,False
6327,brookfield,1,False
6328,nign,1,False
6329,sco,1,False
6330,nati,1,False
6331,therapv,1,False
6332,lymphoepithelioma,1,False
6333,mismatch,1,False
6334,cancers,1,False
6335,hypermethylation,1,False
6336,signify,1,False
